,Epoch,HR,PC_HR,HR_MIN,HR_MAX,HRV,PC_HRV,HRV_MIN,HRV_MAX,PC_BR,GSR,PC_GSR,GSR_MIN,GSR_MAX,Feedback,Individual
2019-03-27 04:19:26,3,68.66666666666667,-2.9388276633125563,65.0,71.0,97.66666666666669,1.5639687911261628,97.0,98.0,76.00433909002379,1.73175,71.3947929736307,1.72249,1.7408400000000002,2.0,7
2019-03-27 04:19:27,3,66.66666666666667,-5.765852100303452,65.0,70.0,97.33333333333331,1.2173340853543917,97.0,98.0,76.36798441872217,1.7239999999999995,70.62775983054095,1.7175900000000002,1.7319200000000001,2.0,7
2019-03-27 04:19:28,3,66.0,-6.708193579300424,65.0,68.0,96.66666666666669,0.5240646738108781,96.0,97.0,76.00433909002375,1.7326099999999995,71.47990890950902,1.7175900000000002,1.75775,2.0,7
2019-03-27 04:19:29,3,68.0,-3.881169142309528,65.0,71.0,96.33333333333331,0.17742996803910654,96.0,97.0,76.36798441872213,1.7679333333333334,74.9759305083572,1.7175900000000002,1.82846,2.0,7
2019-03-27 04:19:30,3,70.33333333333333,-0.5829739658201555,68.0,72.0,95.66666666666669,-0.5158394435044069,95.0,96.0,77.09527507611888,1.8185166666666668,79.98226510895358,1.75775,1.8693400000000002,2.0,7
2019-03-27 04:19:31,3,72.0,1.7728797316722649,71.0,73.0,95.33333333333331,-0.8624741492761783,95.0,96.0,77.45892040481725,1.8524133333333332,83.33708662812755,1.82846,1.8693400000000002,2.0,7
2019-03-27 04:19:32,3,71.33333333333333,0.8305382526752926,69.0,73.0,94.66666666666669,-1.5557435608196917,94.0,95.0,77.09527507611888,1.8708933333333335,85.16608952932735,1.85944,1.8839,2.0,7
2019-03-27 04:19:33,3,70.33333333333333,-0.5829739658201555,69.0,73.0,94.0,-2.24901297236322,93.0,95.0,77.09527507611888,1.8798000000000004,86.04760030710617,1.85944,1.89606,2.0,7
2019-03-27 04:19:34,3,67.33333333333333,-4.823510621306499,64.0,69.0,93.0,-3.288917089678505,92.0,94.0,77.45892040481725,1.8820266666666672,86.26797800155089,1.86612,1.89606,2.0,7
2019-03-27 04:19:35,3,65.33333333333333,-7.650535058297397,63.0,69.0,92.33333333333331,-3.9821865012220328,92.0,93.0,77.45892040481725,1.870266666666667,85.10406706442375,1.8486200000000002,1.89606,2.0,7
2019-03-27 04:19:36,3,64.0,-9.53521801629132,63.0,65.0,92.0,-4.328821206993791,92.0,92.0,77.09527507611888,1.8453166666666672,82.63471520376714,1.8212099999999998,1.86612,2.0,7
2019-03-27 04:19:37,3,64.33333333333333,-9.064047276792843,63.0,65.0,91.66666666666669,-4.675455912765546,91.0,92.0,77.45892040481725,1.851626666666667,83.25922864026987,1.8212099999999998,1.88505,2.0,7
2019-03-27 04:19:38,3,64.33333333333333,-9.064047276792843,63.0,65.0,91.33333333333331,-5.022090618537318,91.0,92.0,78.186211062214,1.8749033333333331,85.56296732336472,1.8212099999999998,1.91845,2.0,7
2019-03-27 04:19:39,3,64.0,-9.53521801629132,63.0,65.0,90.66666666666669,-5.7153600300808325,90.0,91.0,78.54985639091237,1.89425,87.47774597389927,1.87925,1.91845,2.0,7
2019-03-27 04:19:40,3,64.0,-9.53521801629132,63.0,65.0,90.33333333333331,-6.061994735852602,90.0,91.0,78.18621106221397,1.8801233333333336,86.07960125974259,1.84267,1.91845,2.0,7
2019-03-27 04:19:41,3,64.33333333333333,-9.064047276792843,64.0,65.0,89.66666666666669,-6.755264147396116,89.0,90.0,77.09527507611881,1.8485166666666668,82.95142566284932,1.8236299999999999,1.87925,2.0,7
2019-03-27 04:19:42,3,64.0,-9.53521801629132,63.0,65.0,89.33333333333331,-7.101898853167888,89.0,90.0,76.36798441872202,1.82308,80.43390741987395,1.8029400000000002,1.84267,2.0,7
2019-03-27 04:19:43,3,64.0,-9.53521801629132,63.0,65.0,88.66666666666669,-7.795168264711402,88.0,89.0,76.36798441872202,1.8060733333333328,78.75072329254327,1.79165,1.8236299999999999,2.0,7
2019-03-27 04:19:44,3,63.66666666666666,-10.006388755789807,63.0,65.0,88.33333333333331,-8.141802970483173,88.0,89.0,77.09527507611881,1.7937,77.5261095174254,1.7865100000000005,1.8029400000000002,2.0,7
2019-03-27 04:19:45,3,63.0,-10.948730234786767,61.0,65.0,88.33333333333331,-8.141802970483173,88.0,89.0,77.45892040481719,1.7844099999999998,76.60665946590235,1.77507,1.79165,2.0,7
2019-03-27 04:19:46,3,62.33333333333334,-11.891071713783731,61.0,63.0,88.66666666666669,-7.795168264711402,88.0,89.0,77.09527507611877,1.7734933333333336,75.52621493101255,1.7589,1.7865100000000005,2.0,7
2019-03-27 04:19:47,3,64.0,-9.53521801629132,61.0,68.0,88.66666666666669,-7.795168264711402,88.0,89.0,77.45892040481715,1.760376666666667,74.2280319555037,1.7471599999999998,1.77507,2.0,7
2019-03-27 04:19:48,3,67.33333333333333,-4.823510621306499,63.0,71.0,88.33333333333331,-8.141802970483173,88.0,89.0,78.18621106221391,1.7491466666666668,73.11657618816206,1.74138,1.7589,2.0,7
2019-03-27 04:19:49,3,70.33333333333333,-0.5829739658201555,68.0,72.0,88.0,-8.488437676254929,88.0,88.0,78.18621106221391,1.7633766666666668,74.52494801089328,1.74138,1.80159,2.0,7
2019-03-27 04:19:51,3,72.0,1.7728797316722649,71.0,73.0,88.0,-8.488437676254929,88.0,88.0,78.18621106221386,1.7592433333333335,74.1158636679121,1.7347599999999996,1.80159,2.0,7
2019-03-27 04:19:52,3,71.66666666666667,1.3017089921737888,70.0,73.0,88.0,-8.488437676254929,88.0,88.0,78.18621106221386,1.7532333333333334,73.5210418369483,1.72335,1.80159,2.0,7
